time,interval
2025-03-18 11:34:39.496000-07:00,0.4126333333333333
2025-03-18 15:42:13.935000-07:00,246.62975
2025-03-18 15:46:18.390000-07:00,2.1693
2025-03-18 15:46:20.746000-07:00,0.0020666666666666667
2025-03-18 15:47:04.386000-07:00,0.19388333333333332
2025-03-18 15:49:48.447000-07:00,0.27144999999999997
2025-03-18 15:50:42.592000-07:00,0.12435
2025-03-18 15:51:43.191000-07:00,0.5498333333333334
2025-03-18 15:55:55.969000-07:00,0.9714166666666666
2025-03-18 15:57:09.791000-07:00,0.7006833333333333
2025-03-18 15:57:43.263000-07:00,0.10588333333333333
2025-03-18 15:58:52.903000-07:00,0.13305
2025-03-18 15:59:14.849000-07:00,0.26203333333333334
2025-03-18 15:59:16.820000-07:00,0.0020833333333333333
2025-03-18 16:00:26.276000-07:00,0.35708333333333336
2025-03-18 16:00:40.848000-07:00,0.08220000000000001
2025-03-18 16:01:06.595000-07:00,0.2965666666666667
2025-03-18 16:02:02.348000-07:00,0.42843333333333333
2025-03-18 16:03:08.624000-07:00,0.2544666666666667
2025-03-18 16:04:03.770000-07:00,0.11671666666666666
2025-03-18 16:04:34.304000-07:00,0.22315
2025-03-18 16:05:08.250000-07:00,0.009183333333333333
2025-03-18 16:07:49.086000-07:00,1.8342166666666666
2025-03-18 16:09:04.562000-07:00,0.30506666666666665
2025-03-18 16:09:15.602000-07:00,0.15943333333333334
2025-03-18 16:09:34.743000-07:00,0.042
2025-03-18 16:09:39.789000-07:00,0.07341666666666667
2025-03-18 16:10:45.414000-07:00,0.5648833333333333
2025-03-18 16:11:48.867000-07:00,0.12135
2025-03-18 16:12:30.206000-07:00,0.5372833333333333
2025-03-18 16:13:20.047000-07:00,0.04323333333333333
2025-03-18 16:14:42.644000-07:00,0.7985166666666667
2025-03-18 16:16:51.731000-07:00,1.3417666666666668
2025-03-18 16:17:50.207000-07:00,0.8064166666666667
2025-03-18 16:19:01.069000-07:00,0.8709333333333333
2025-03-18 16:19:08.697000-07:00,0.06196666666666666
2025-03-18 16:21:12.284000-07:00,1.5278500000000002
2025-03-18 16:22:56.923000-07:00,0.7042666666666667
2025-03-18 16:23:18.256000-07:00,0.12796666666666667
2025-03-18 16:24:11.283000-07:00,0.17246666666666668
2025-03-18 16:25:36.282000-07:00,0.7068166666666666
2025-03-18 16:26:22.629000-07:00,0.17886666666666665
2025-03-18 16:27:07.272000-07:00,0.43873333333333336
2025-03-18 16:27:28.528000-07:00,0.04228333333333333
2025-03-18 16:32:23.245000-07:00,4.608149999999999
2025-03-18 16:33:51.261000-07:00,0.10346666666666667
2025-03-18 16:34:19.898000-07:00,0.23603333333333334
2025-03-18 16:34:40.670000-07:00,0.19208333333333333
2025-03-18 16:35:50.689000-07:00,0.23586666666666664
2025-03-18 16:36:09.351000-07:00,0.16023333333333334
2025-03-18 16:36:30.206000-07:00,0.07383333333333333
2025-03-18 16:36:49.192000-07:00,0.07214999999999999
2025-03-18 16:37:20.414000-07:00,0.4467333333333333
2025-03-18 16:37:37.043000-07:00,0.12581666666666666
2025-03-18 16:38:28.375000-07:00,0.23538333333333333
2025-03-18 16:38:55.792000-07:00,0.30118333333333336
2025-03-18 16:40:29.139000-07:00,1.3174333333333335
2025-03-18 16:40:39.427000-07:00,0.07536666666666667
2025-03-18 16:40:59.497000-07:00,0.269
2025-03-18 16:41:52.280000-07:00,0.6740333333333334
2025-03-18 16:42:04.453000-07:00,0.08968333333333334
2025-03-18 16:42:18.085000-07:00,0.10571666666666667
2025-03-18 16:43:07.792000-07:00,0.31166666666666665
2025-03-18 16:44:12.664000-07:00,0.28123333333333334
2025-03-18 16:44:52.564000-07:00,0.5368499999999999
2025-03-18 16:46:07.998000-07:00,0.8879833333333333
2025-03-18 16:46:15.006000-07:00,0.07903333333333333
2025-03-18 16:50:20.741000-07:00,0.6627666666666666
2025-03-18 16:50:55.262000-07:00,0.3338
2025-03-18 16:52:47.017000-07:00,1.14815
2025-03-18 16:53:30.277000-07:00,0.24480000000000002
2025-03-18 16:54:02.976000-07:00,0.3439
2025-03-18 16:54:53.969000-07:00,0.65245
2025-03-18 16:57:50.180000-07:00,1.40135
2025-03-18 17:05:24.988000-07:00,3.471366666666667
2025-03-18 19:18:14.417000-07:00,131.95043333333334
2025-03-18 19:22:24.705000-07:00,1.2284
2025-03-18 19:24:29.208000-07:00,1.1948333333333332
2025-03-18 19:27:27.496000-07:00,1.5827166666666665
2025-03-18 19:28:53.135000-07:00,0.9983500000000001
2025-03-18 19:38:00.681000-07:00,8.19925
2025-03-18 19:41:25.472000-07:00,0.17455
2025-03-18 19:41:56.423000-07:00,0.2680666666666667
2025-03-18 19:42:31.083000-07:00,0.32198333333333334
2025-03-18 19:43:02.316000-07:00,0.40591666666666665
2025-03-18 19:54:44.048000-07:00,3.0207833333333336
2025-03-18 19:55:52.233000-07:00,0.8070166666666666
2025-03-18 19:56:33.327000-07:00,0.15826666666666667
2025-03-18 19:57:00.843000-07:00,0.17861666666666667
2025-03-18 19:57:19.900000-07:00,0.09398333333333334
2025-03-18 20:00:10.905000-07:00,2.30845
2025-03-18 20:03:28.794000-07:00,2.5526166666666668
2025-03-18 20:03:51.671000-07:00,0.11048333333333332
2025-03-18 20:05:11.515000-07:00,1.2045166666666667
2025-03-18 20:07:51.899000-07:00,2.0075
2025-03-18 20:12:58.191000-07:00,1.4998833333333332
2025-03-18 21:37:04.830000-07:00,82.8442
2025-03-18 21:41:46.404000-07:00,3.0206500000000003
2025-03-18 21:51:20.984000-07:00,2.100166666666667
2025-03-18 21:52:10.477000-07:00,0.3328333333333333
2025-03-18 21:52:36.458000-07:00,0.15735000000000002
2025-03-18 21:52:55.280000-07:00,0.1471
2025-03-18 21:53:49.713000-07:00,0.272
2025-03-18 21:54:06.823000-07:00,0.11153333333333333
2025-03-18 21:54:28.519000-07:00,0.28723333333333334
2025-03-18 22:02:45.885000-07:00,7.885433333333333
2025-03-18 22:03:14.546000-07:00,0.060566666666666664
2025-03-18 22:04:24.887000-07:00,0.40435
2025-03-18 22:04:48.135000-07:00,0.23581666666666665
2025-03-18 22:05:16.531000-07:00,0.029500000000000002
2025-03-18 22:05:38.502000-07:00,0.15533333333333335
2025-03-18 22:05:45.660000-07:00,0.00835
2025-03-18 22:05:58.794000-07:00,0.04486666666666667
2025-03-18 22:06:12.475000-07:00,0.04593333333333333
2025-03-18 22:06:48.154000-07:00,0.2360833333333333
2025-03-18 22:07:00.181000-07:00,0.04638333333333333
2025-03-18 22:07:11.959000-07:00,0.11698333333333334
2025-03-18 22:08:58.959000-07:00,0.7164833333333332
2025-03-18 22:09:15.409000-07:00,0.19386666666666666
2025-03-18 22:10:21.894000-07:00,0.032
2025-03-18 22:10:53.263000-07:00,0.48869999999999997
2025-03-18 22:11:48.643000-07:00,0.14783333333333332
2025-03-18 22:14:09.664000-07:00,2.0191333333333334
2025-03-18 22:15:25.548000-07:00,0.13158333333333333
2025-03-18 22:15:45.345000-07:00,0.08276666666666667
2025-03-18 22:16:54.410000-07:00,0.1482
2025-03-18 22:17:27.191000-07:00,0.14253333333333332
2025-03-18 22:18:17.728000-07:00,0.11185
2025-03-18 22:19:00.404000-07:00,0.13318333333333332
2025-03-18 22:20:16.002000-07:00,0.9063
2025-03-18 22:21:29.410000-07:00,0.42274999999999996
2025-03-18 22:22:19.737000-07:00,0.2549166666666667
2025-03-18 22:22:38.291000-07:00,0.0013166666666666667
2025-03-18 22:23:21.108000-07:00,0.10441666666666666
2025-03-18 22:23:27.616000-07:00,0.04198333333333334
2025-03-18 22:24:02.715000-07:00,0.5178166666666667
2025-03-18 22:25:52.941000-07:00,0.5818333333333333
2025-03-18 22:27:15.853000-07:00,0.06773333333333334
2025-03-18 22:27:28.162000-07:00,0.08539999999999999
2025-03-18 22:27:34.017000-07:00,0.009899999999999999
2025-03-18 22:30:01.718000-07:00,1.4099833333333334
